00261.jpg,4,2,2,0
00262.jpg,4,2,2,1
00263.jpg,4,1,3,2
00264.jpg,3,2,1,2
00265.jpg,2,2,0,2
00266.jpg,1,1,0,2
132745.262.jpg,6,4,2,2
132745.817.jpg,5,4,1,1
132858.617.jpg,5,4,1,1
132902.515.jpg,0,0,0,0
132904.737.jpg,0,0,0,0
132910.310.jpg,5,5,0,1
132920.330.jpg,5,3,2,1
132945.357.jpg,1,1,0,2
132945.915.jpg,2,1,1,1
133748.507.jpg,4,4,0,1
133749.095.jpg,5,5,0,0
140037.447.jpg,0,0,0,3
140357.480.jpg,6,5,1,0
140451.600.jpg,6,5,1,0
140452.190.jpg,6,6,0,0
140452.777.jpg,6,3,3,0
140453.365.jpg,6,3,3,0
140453.955.jpg,3,0,3,0
140454.542.jpg,7,4,3,0
140455.130.jpg,4,3,1,0
140455.720.jpg,4,4,0,0
140456.317.jpg,7,4,3,1
140456.905.jpg,7,3,4,0
140457.492.jpg,6,2,4,0
140458.080.jpg,6,3,3,0
140458.670.jpg,6,3,3,0
140459.267.jpg,6,3,3,0
140459.855.jpg,6,3,3,0
140500.442.jpg,6,2,4,0
140655.275.jpg,4,4,0,1
140655.862.jpg,5,4,1,0
140656.452.jpg,5,2,3,0
140657.040.jpg,4,0,4,0
140657.627.jpg,5,3,2,0
140658.217.jpg,5,4,1,0
140658.815.jpg,5,3,2,0
143917.870.jpg,3,0,3,2
143925.197.jpg,3,0,3,0
143938.940.jpg,3,3,0,0
143948.100.jpg,3,2,1,0
img-00001-00001.jpg,0,0,0,0
img-00001-00005.jpg,0,0,0,0
img-00001-00006.jpg,0,0,0,0
img-00007-00001.png,7,7,0,0
img-00022-00001.png,6,6,0,2
img-00024-00001.png,4,4,0,2
img-00045-00001.png,4,2,2,2
img-00054-00001.png,3,3,0,2
img-00055-00001.png,3,3,0,1
img-00056-00001.png,3,3,0,3
img-00059-00002.jpg,0,0,0,0
img-00060-00004.jpg,0,0,0,0
img-00060-00006.jpg,0,0,0,0
img-00061-00004.jpg,0,0,0,0
img-00082-00001.png,4,2,2,3
img-00196-00001.jpg,4,1,3,0
img-00197-00001.jpg,4,2,2,1
img-00198-00001.jpg,5,2,3,0
img-00199-00001.jpg,6,4,2,0
img-00317-00001.jpg,1,1,0,2
img-00318-00001.jpg,1,0,1,1
img-00319-00001.jpg,1,1,0,0
img-00320-00001.jpg,1,1,0,0
